arabidopsis_thaliana	populus_trichocarpa
AT4G20380	Potri.011G154800
AT1G28250	Potri.004G045400
AT5G24130	Potri.015G021400
AT1G58070	Potri.019G021000
AT1G64405	Potri.003G140100
AT5G14690	Potri.001G349700
AT2G31480	Potri.007G127200
AT3G11210	Potri.010G189300
AT5G43910	Potri.002G254500
AT4G27330	Potri.011G125600
AT1G01280	Potri.002G171800
AT1G28540	Potri.004G051300
AT5G20165	Potri.010G058300
AT1G67820	Potri.010G047600
AT5G03120	Potri.016G087000
AT2G14660	Potri.009G085700
AT4G35980	Potri.005G111900
AT3G13677	Potri.001G406200
AT1G11660	Potri.011G139100
AT3G09860	Potri.016G092100
AT1G79200	Potri.007G068500
AT4G22550	Potri.003G111700
AT2G18690	Potri.010G250300
AT4G26120	Potri.006G148100
AT1G47510	Potri.014G039800
AT5G01350	Potri.016G118800
AT1G77765	Potri.005G172500
AT4G25770	Potri.018G096035
AT1G10040	Potri.002G113000
AT4G35830	Potri.015G130201
AT3G25700	Potri.008G115900
AT1G80890	Potri.008G111650
AT1G07476	Potri.009G036600
AT5G63100	Potri.015G082432
AT5G56540	Potri.019G035500
AT4G27590	Potri.015G003800
AT2G22640	Potri.014G010000
AT1G47278	Potri.009G029400
AT5G23170	Potri.004G221800
AT4G15650	Potri.008G205500
AT2G40220	Potri.010G186400
AT2G21290	Potri.009G124700
AT5G18850	Potri.010G026900
AT4G00585	Potri.014G079800
AT4G18422	Potri.011G082050
AT3G02960	Potri.016G017600
AT5G63530	Potri.015G099500
AT1G14790	Potri.010G105200
AT2G01200	Potri.010G119900
AT1G61780	Potri.004G021200
AT4G21890	Potri.011G001800
AT1G07645	Potri.001G237500
AT3G48030	Potri.015G073300
AT1G03390	Potri.006G158400
AT2G42000	Potri.009G167700
AT3G16040	Potri.001G181800
AT3G05975	Potri.016G142200
AT3G42960	Potri.008G141800
AT1G22140	Potri.005G167200
AT1G76200	Potri.005G248600
AT3G15518	Potri.011G123600
AT1G11710	Potri.011G003700
AT5G03970	Potri.019G013900
AT3G44590	Potri.009G146200
AT3G42725	Potri.018G065700
AT1G44414	Potri.002G083100
AT3G17300	Potri.010G152100
AT5G62960	Potri.015G078200
AT1G70505	Potri.010G042600
AT3G27770	Potri.001G347400
AT4G04025	Potri.004G003700
AT1G62886	Potri.009G138800
AT2G34580	Potri.004G132600
AT3G10630	Potri.008G018200
AT4G10390	Potri.011G147100
AT4G13150	Potri.002G242800
AT1G68680	Potri.011G024500
AT1G27410	Potri.013G149650
AT5G27440	Potri.013G024500
AT5G15265	Potri.017G084700
AT5G52530	Potri.017G142600
AT4G00650	Potri.015G110132
AT5G16060	Potri.017G113401
AT3G18380	Potri.011G097500
AT1G15215	Potri.001G189200
AT3G28880	Potri.004G129100
AT5G02670	Potri.008G102500
AT5G26700	Potri.010G038200
AT5G04980	Potri.010G247800
AT5G65090	Potri.007G090200
AT1G78995	Potri.007G003600
AT2G37880	Potri.006G091700
AT4G13520	Potri.010G063100
AT5G45950	Potri.004G051900
AT5G39240	Potri.017G093000
AT3G18510	Potri.011G140300
AT5G58850	Potri.009G044100
AT5G40430	Potri.015G077700
AT5G50670	Potri.015G098900
AT5G41560	Potri.001G099200
AT2G42900	Potri.005G202300
AT3G07005	Potri.003G175550
AT3G45160	Potri.004G212900
AT5G16000	Potri.017G108000
AT3G25560	Potri.010G134100
AT4G30520	Potri.018G101300
AT1G60800	Potri.010G043200
AT2G45860	Potri.014G082300
AT1G73890	Potri.015G054000
AT2G23640	Potri.007G038500
AT4G20790	Potri.011G157600
AT3G08920	Potri.006G100600
AT2G12400	Potri.018G120200
AT2G25270	Potri.018G023200
AT5G17280	Potri.007G017200
AT3G21150	Potri.010G251800
AT5G50335	Potri.015G091300
AT1G55840	Potri.001G369400
AT4G22600	Potri.001G120700
AT2G31930	Potri.009G024700
AT4G15735	Potri.009G162300
AT3G26630	Potri.002G220600
AT5G59305	Potri.010G206700
AT1G58350	Potri.019G077700
AT5G52605	Potri.016G130300
AT3G08610	Potri.016G140900
AT2G30942	Potri.002G263300
AT5G62080	Potri.015G139100
AT3G50685	Potri.007G027400
AT3G22210	Potri.016G018650
AT1G75550	Potri.005G234601
ATCG00080	Potri.015G020100
AT3G62920	Potri.014G133600
AT1G11000	Potri.004G218500
AT3G25280	Potri.002G249100
AT3G15370	Potri.001G401700
AT5G02420	Potri.006G084700
AT4G22370	Potri.016G013200
AT3G62190	Potri.002G188300
AT2G28430	Potri.009G013701
AT2G34925	Potri.003G156000
AT5G60830	Potri.015G047700
AT1G76600	Potri.005G259100
AT1G32520	Potri.003G089900
AT2G22450	Potri.007G097300
AT5G59750	Potri.001G234900
AT2G43780	Potri.019G096700
AT2G39100	Potri.008G215200
AT4G19985	Potri.019G065400
AT5G10770	Potri.018G015100
AT1G73177	Potri.011G067800
AT1G76840	Potri.005G194350
AT2G45530	Potri.011G149200
AT1G50732	Potri.004G068600
AT2G33855	Potri.004G048400
AT5G16220	Potri.017G119100
ATCG00710	Potri.019G028200
AT2G04860	Potri.014G029500
AT1G62530	Potri.003G112000
AT2G20480	Potri.001G009501
AT2G19990	Potri.009G082800
AT1G50060	Potri.009G083600
AT5G02730	Potri.016G082000
AT5G26130	Potri.009G083300
AT2G14610	Potri.001G288600
AT3G14430	Potri.014G105250
AT3G07568	Potri.014G197400
AT1G47820	Potri.014G121300
AT2G23755	Potri.007G032900
AT5G42655	Potri.002G131500
AT3G03170	Potri.009G120300
AT3G25597	Potri.008G111500
AT1G43130	Potri.002G065800
AT2G18460	Potri.005G124100
AT2G43210	Potri.017G036600
AT4G23493	Potri.003G131550
AT5G52270	Potri.012G140600
AT4G18740	Potri.011G069300
AT5G05300	Potri.016G134100
AT5G09600	Potri.015G078000
AT2G38790	Potri.010G235400
AT5G26960	Potri.009G066500
AT3G42800	Potri.018G065000
AT5G12050	Potri.018G049900
AT3G13980	Potri.003G063400
AT5G22860	Potri.018G018500
AT1G68350	Potri.010G122600
AT3G52070	Potri.009G059100
AT1G02160	Potri.014G051850
AT5G56250	Potri.011G169100
AT5G55125	Potri.001G314100
AT4G35733	Potri.005G105400
AT3G07550	Potri.017G056400
AT5G60880	Potri.015G048600
AT1G51080	Potri.008G004800
AT4G29980	Potri.011G155150
AT3G05936	Potri.013G000100
AT4G19980	Potri.003G110200
AT2G33260	Potri.019G031800
AT1G76210	Potri.005G248700
AT5G24980	Potri.018G014101
AT5G03460	Potri.006G122600
AT5G58570	Potri.001G279800
AT3G07450	Potri.001G271000
AT1G16770	Potri.014G003300
AT5G61660	Potri.015G111756
AT1G78172	Potri.002G096200
ATCG00520	Potri.016G094067
AT1G49410	Potri.009G110100
AT5G17580	Potri.013G073700
AT1G61450	Potri.015G049800
AT4G09170	Potri.019G079800
AT4G15470	Potri.010G028900
AT2G43310	Potri.017G030200
AT1G72620	Potri.001G168600
AT1G16916	Potri.011G109100
AT5G62370	Potri.004G200900
AT4G32860	Potri.018G086500
AT4G29735	Potri.006G146800
AT5G08770	Potri.005G069900
AT3G45130	Potri.006G079200
AT2G07050	Potri.018G148800
AT5G12360	Potri.009G072000
AT4G38380	Potri.009G143400
AT1G06010	Potri.015G136500
AT2G43540	Potri.007G134400
AT5G22210	Potri.009G162200
AT4G32285	Potri.018G026900
AT1G22630	Potri.013G108100
AT1G15900	Potri.001G046900
AT3G21490	Potri.010G015300
AT2G40765	Potri.019G059500
AT1G67785	Potri.015G087301
AT3G42570	Potri.004G006350
AT3G15353	Potri.011G118900
AT1G64690	Potri.003G147900
AT1G63180	Potri.003G123700
AT1G49245	Potri.013G072700
AT5G52250	Potri.015G143200
AT2G46540	Potri.014G100250
AT4G16515	Potri.001G122600
AT5G59550	Potri.010G201300
AT5G23530	Potri.019G014306
AT4G17085	Potri.003G085400
AT5G22875	Potri.004G217300
AT5G02110	Potri.006G088300
AT5G13900	Potri.013G131500
AT1G10865	Potri.010G248800
AT3G26420	Potri.001G207100
AT3G21305	Potri.001G194100
AT3G61930	Potri.014G105000
ATMG00070	Potri.013G066660
AT5G58080	Potri.018G111300
AT2G05810	Potri.014G158700
AT1G31840	Potri.015G036400
AT5G08040	Potri.015G058500
AT2G03830	Potri.010G138001
AT2G22600	Potri.007G012000
AT1G51580	Potri.010G251700
AT5G67310	Potri.017G028450
AT1G61330	Potri.011G042900
AT3G15395	Potri.006G225232
AT2G02510	Potri.004G229900
AT5G49015	Potri.010G222400
AT3G06100	Potri.008G203300
AT4G00760	Potri.014G077200
AT5G13210	Potri.003G165200
ATMG00480	Potri.016G011500
ATCG00820	Potri.019G013302
AT1G27695	Potri.002G120500
AT3G55150	Potri.010G212400
AT3G09530	Potri.006G214300
AT4G34420	Potri.009G105200
AT3G50620	Potri.007G042100
AT1G55580	Potri.015G008300
AT1G78100	Potri.005G166500
AT5G11740	Potri.006G233301
AT4G22750	Potri.003G115600
AT3G60800	Potri.014G069200
AT2G20362	Potri.002G256100
AT3G13845	Potri.003G037100
AT5G39010	Potri.018G102900
AT5G09225	Potri.016G036400
AT5G12890	Potri.003G210400
AT3G22300	Potri.007G072900
AT4G02870	Potri.004G099600
AT5G26805	Potri.005G012700
AT1G35340	Potri.013G105500
AT1G25275	Potri.015G116800
AT3G03341	Potri.017G128600
AT5G12990	Potri.001G016100
AT5G50443	Potri.003G073050
AT5G27240	Potri.013G029500
AT2G17370	Potri.011G145000
AT2G43940	Potri.017G007000
AT1G36380	Potri.005G171000
AT2G21820	Potri.010G176200
AT4G16695	Potri.003G078100
AT3G23480	Potri.010G067800
AT3G49540	Potri.015G001700
AT2G28625	Potri.010G253001
AT3G13275	Potri.011G166250
AT1G12845	Potri.017G060400
AT5G41860	Potri.003G139000
AT5G19970	Potri.018G071900
AT3G44050	Potri.009G156000
AT3G19050	Potri.004G145800
AT5G45120	Potri.015G113100
AT3G13040	Potri.014G000700
AT4G29740	Potri.007G066100
AT5G62065	Potri.015G142100
AT3G19680	Potri.009G084000
AT3G24225	Potri.018G132951
AT1G09794	Potri.003G009800
AT3G06350	Potri.013G029800
AT1G16250	Potri.010G004500
AT3G59900	Potri.017G001400
AT1G68940	Potri.010G136500
AT4G23760	Potri.003G136500
AT2G28940	Potri.009G031500
AT2G39110	Potri.010G225300
AT3G60310	Potri.006G144600
AT1G48560	Potri.003G188600
AT4G23882	Potri.009G126600
AT5G57080	Potri.010G204200
AT4G24265	Potri.003G001200
AT2G07820	Potri.007G061701
AT3G44610	Potri.009G146500
AT3G52890	Potri.006G114900
AT5G06870	Potri.016G049600
AT5G27020	Potri.013G011950
AT3G59510	Potri.017G028600
AT1G76620	Potri.002G001900
AT5G47610	Potri.011G147900
AT4G18335	Potri.004G132400
AT1G33055	Potri.011G149400
AT5G02790	Potri.016G083500
AT5G07720	Potri.015G061800
AT4G02500	Potri.010G025300
AT2G46360	Potri.004G151301
AT5G65880	Potri.014G006850
AT2G37925	Potri.006G093300
AT4G14970	Potri.006G023500
AT4G00467	Potri.014G084100
AT2G39500	Potri.008G051100
AT5G15190	Potri.017G080900
AT4G38213	Potri.009G169400
AT5G63270	Potri.015G089201
AT2G20720	Potri.016G063400
AT1G31175	Potri.015G121500
AT4G19430	Potri.003G105900
AT2G46505	Potri.004G049600
AT1G26355	Potri.010G157600
AT4G11670	Potri.001G108400
AT2G24350	Potri.012G145100
AT1G05065	Potri.014G156600
AT5G58650	Potri.009G072201
AT5G47080	Potri.003G084900
AT5G10180	Potri.007G088700
AT3G51895	Potri.005G213500
AT5G19600	Potri.006G158900
AT5G05330	Potri.019G049100
AT1G33340	Potri.019G063700
AT3G57062	Potri.016G038300
AT1G60950	Potri.004G218400
ATCG00130	Potri.013G137900
ATMG00650	Potri.007G062622
AT5G52882	Potri.015G026900
AT1G64110	Potri.003G133700
AT5G49110	Potri.010G011800
AT1G65349	Potri.010G170801
AT5G65740	Potri.007G008300
AT4G14840	Potri.010G086700
ATCG01120	Potri.012G027700
ATCG00600	Potri.003G048150
AT5G24440	Potri.015G005400
AT4G10610	Potri.011G152700
AT1G12064	Potri.006G009500
AT2G27775	Potri.009G148400
AT5G44010	Potri.014G192200
AT2G40530	Potri.019G056601
AT3G07410	Potri.002G249500
AT2G43130	Potri.014G150300
AT5G47520	Potri.016G010300
AT4G29560	Potri.006G151500
AT5G04840	Potri.010G242800
AT1G55590	Potri.011G169800
AT3G24515	Potri.006G157600
AT5G66260	Potri.007G012800
AT2G09970	Potri.003G067800
AT5G33393	Potri.017G079901
AT5G04080	Potri.006G043300
AT1G12805	Potri.003G124433
AT3G60670	Potri.014G059300
AT5G61900	Potri.013G029100
AT1G67670	Potri.010G054700
AT4G09160	Potri.019G079300
AT1G73120	Potri.010G248600
AT1G13700	Potri.010G157200
AT5G24400	Potri.015G007300
AT4G15730	Potri.013G020200
AT3G07425	Potri.002G250100
AT1G69050	Potri.T139662
AT4G15750	Potri.007G068300
AT4G22160	Potri.011G011400
ATMG01010	Potri.007G062262
AT3G09560	Potri.016G081000
AT4G05140	Potri.011G041112
AT3G09990	Potri.019G118400
AT1G71120	Potri.008G127100
AT4G39650	Potri.005G082800
AT5G57785	Potri.018G099201
AT2G07787	Potri.007G061821
AT5G51760	Potri.015G133900
AT3G12775	Potri.013G108500
AT5G03490	Potri.010G137000
AT3G24503	Potri.018G075000
AT1G11572	Potri.004G213101
AT5G62750	Potri.015G064900
AT4G28703	Potri.013G089600
AT5G41320	Potri.003G128400
AT4G03330	Potri.011G043700
AT3G52400	Potri.016G068600
AT4G30390	Potri.019G051850
AT2G35950	Potri.006G203800
AT1G26570	Potri.010G159800
AT5G39320	Potri.017G092000
AT1G27595	Potri.002G107400
AT5G01400	Potri.016G116600
AT3G25160	Potri.002G246700
ATCG00300	Potri.013G142548
AT2G25930	Potri.006G233800
AT1G68330	Potri.010G122800
AT3G18300	Potri.015G045700
AT1G67050	Potri.017G115700
AT2G43390	Potri.007G130200
AT2G37820	Potri.010G198200
AT5G13500	Potri.009G070000
AT1G15320	Potri.001G202300
AT2G19320	Potri.006G073300
AT4G33960	Potri.009G107050
AT1G04670	Potri.003G175600
AT2G46390	Potri.014G095901
ATMG00030	Potri.007G062282
AT2G44610	Potri.003G086700
AT5G26620	Potri.013G002000
AT5G24470	Potri.015G002300
AT1G11905	Potri.011G007200
AT3G20450	Potri.011G089100
AT3G29034	Potri.010G234200
AT3G54560	Potri.005G216600
AT4G12960	Potri.016G122200
AT5G01580	Potri.016G121900
AT3G62620	Potri.002G198200
ATCG00640	Potri.003G067400
AT5G12840	Potri.009G052900
AT1G33265	Potri.011G147000
AT1G43650	Potri.005G192100
AT3G23370	Potri.010G070001
AT3G63230	Potri.005G212500
ATCG00700	Potri.019G028300
AT5G39190	Potri.019G026700
AT5G41060	Potri.017G063800
AT2G35730	Potri.003G110500
AT3G62770	Potri.014G132300
AT3G56440	Potri.019G062800
AT5G56470	Potri.002G178400
AT4G34960	Potri.009G132800
AT3G55920	Potri.010G189000
AT5G58710	Potri.009G046500
AT3G15490	Potri.011G122800
AT5G39630	Potri.017G087700
AT1G26670	Potri.010G164300
ATCG00220	Potri.013G142100
AT2G02850	Potri.002G074000
AT1G17800	Potri.007G104600
AT4G19160	Potri.003G033300
AT5G53880	Potri.011G117001
AT5G04250	Potri.010G225400
AT5G03330	Potri.016G094700
AT3G27400	Potri.001G339500
AT5G15110	Potri.017G078400
AT3G53190	Potri.006G122000
AT5G04310	Potri.010G229000
AT5G55720	Potri.011G093400
AT4G12780	Potri.014G197600
AT1G21660	Potri.005G181700
AT3G04380	Potri.013G048100
AT3G53830	Potri.016G101700
AT5G22270	Potri.016G073400
AT1G05835	Potri.002G233000
AT5G61865	Potri.012G108900
ATCG00630	Potri.003G067501
AT4G32551	Potri.018G033300
AT4G18180	Potri.009G169100
AT5G48140	Potri.014G162300
AT5G35530	Potri.018G049100
AT5G51790	Potri.015G134300
AT5G53740	Potri.009G081150
AT1G02030	Potri.001G125900
AT2G18950	Potri.018G090700
AT3G53820	Potri.016G101300
AT5G57810	Potri.018G100000
AT1G62380	Potri.011G020900
AT4G01950	Potri.005G202200
AT5G14380	Potri.001G339700
AT2G40130	Potri.009G046700
AT5G27610	Potri.013G020500
AT1G76370	Potri.005G252000
AT5G16500	Potri.019G051600
AT3G07070	Potri.002G241600
AT3G20530	Potri.011G137000
AT1G61860	Potri.011G000600
AT2G28590	Potri.009G026500
AT5G44090	Potri.019G019500
AT3G16380	Potri.001G191500
AT5G55730	Potri.011G093500
AT4G38140	Potri.010G243500
AT1G76460	Potri.005G256700
AT4G01070	Potri.014G096100
AT5G66690	Potri.007G030400
AT3G12915	Potri.007G065700
AT4G03230	Potri.019G120000
AT5G42410	Potri.002G000600
AT5G38378	Potri.010G224650
AT1G23020	Potri.014G088000
AT5G60430	Potri.009G145200
AT3G13490	Potri.003G221600
AT1G77920	Potri.005G170500
AT5G65210	Potri.007G085700
AT4G33540	Potri.010G169900
AT4G09970	Potri.013G102300
AT1G67260	Potri.017G112000
AT1G68800	Potri.010G130200
AT3G18550	Potri.015G050500
AT2G33580	Potri.005G259600
AT4G10250	Potri.013G089200
AT5G59720	Potri.001G238700
AT2G19310	Potri.018G140600
AT1G16730	Potri.007G003700
AT4G31060	Potri.006G080300
AT1G77600	Potri.002G084300
AT1G21651	Potri.019G066500
AT2G34170	Potri.011G067000
AT3G53210	Potri.015G042900
AT4G24220	Potri.014G019700
ATCG00065	Potri.001G305350
AT3G01175	Potri.017G084200
AT5G18550	Potri.010G022500
AT1G60890	Potri.001G211200
AT5G11630	Potri.006G237800
AT4G34265	Potri.009G093400
AT5G47455	Potri.017G068600
AT4G23680	Potri.008G131300
AT3G60600	Potri.014G060900
AT1G70510	Potri.010G043500
AT2G41990	Potri.009G140600
AT2G25125	Potri.010G113450
AT4G34390	Potri.009G109400
AT1G24575	Potri.010G047000
AT3G17660	Potri.012G036900
AT3G61640	Potri.014G094800
AT5G53250	Potri.015G022600
AT4G22140	Potri.011G010901
AT1G16705	Potri.019G036800
AT1G15360	Potri.003G033000
AT5G25390	Potri.018G028000
AT1G11980	Potri.007G067500
AT1G31340	Potri.005G096700
AT4G05050	Potri.011G026600
AT4G05320	Potri.017G036800
AT3G09790	Potri.004G174175
AT5G37640	Potri.006G129600
AT3G21000	Potri.012G061333
AT3G60030	Potri.014G114300
AT5G65450	Potri.005G156900
AT1G04880	Potri.017G055200
AT1G76110	Potri.005G246700
AT2G26695	Potri.018G066900
AT5G25490	Potri.018G029900
AT5G37960	Potri.017G003950
AT1G65560	Potri.010G177700
AT5G38000	Potri.017G006000
AT4G14815	Potri.010G085400
AT2G48130	Potri.005G211900
AT3G19080	Potri.009G106700
AT3G04770	Potri.015G112900
AT5G14895	Potri.003G101300
AT4G21700	Potri.011G052500
AT4G21200	Potri.011G026700
AT5G14930	Potri.019G007227
AT2G35550	Potri.001G133900
AT4G14315	Potri.016G005650
AT2G43840	Potri.007G140500
AT2G31790	Potri.017G032733
AT2G13350	Potri.010G065300
AT3G04360	Potri.019G021300
AT4G01200	Potri.002G166400
AT5G04030	Potri.005G234850
AT5G45960	Potri.011G062000
AT4G36690	Potri.011G050400
AT1G23800	Potri.002G189900
AT3G48000	Potri.015G074100
AT1G09730	Potri.005G155600
AT4G33620	Potri.017G044000
AT3G21180	Potri.010G250800
AT3G63380	Potri.005G215600
AT5G53010	Potri.013G040201
AT4G16380	Potri.016G006700
AT5G17490	Potri.017G125200
ATCG00510	Potri.016G094033
AT5G47450	Potri.003G077800
AT3G47440	Potri.003G108500
AT3G19670	Potri.009G085400
AT1G44910	Potri.014G013100
AT5G55190	Potri.018G030900
AT4G38200	Potri.009G169800
ATCG00270	Potri.008G207200
ATCG00280	Potri.013G142760
AT4G32110	Potri.009G129400
AT5G18661	Potri.014G134750
AT3G54420	Potri.019G094100
ATCG01270	Potri.019G028450
AT5G44120	Potri.005G224700
AT4G13090	Potri.002G244200
AT5G13870	Potri.014G140300
AT1G20270	Potri.005G245300
AT5G66060	Potri.005G108000
AT4G35720	Potri.009G142700
AT4G35680	Potri.007G059700
AT2G32770	Potri.017G055900
AT2G13100	Potri.018G115000
AT5G64460	Potri.009G080300
AT1G24440	Potri.010G052700
AT5G14570	Potri.T124708
AT5G10870	Potri.018G019250
AT1G69370	Potri.010G162300
AT5G63020	Potri.006G147100
AT5G24530	Potri.015G002800
AT4G11655	Potri.001G102600
AT3G61230	Potri.014G080900
AT4G02520	Potri.014G132200
AT1G70260	Potri.010G096100
AT3G23060	Potri.013G042000
AT3G55810	Potri.019G032600
AT1G04770	Potri.003G177600
AT5G25370	Potri.018G131200
AT2G46370	Potri.014G095500
AT5G22560	Potri.007G013800
AT5G05840	Potri.010G195200
AT1G75160	Potri.014G181500
AT5G66740	Potri.007G027800
AT1G60160	Potri.010G094400
AT3G50480	Potri.009G091700
AT5G42820	Potri.005G258000
AT3G44785	Potri.006G116700
AT5G01600	Potri.016G124900
AT3G27090	Potri.017G069100
AT3G18290	Potri.012G055100
AT1G03940	Potri.019G118101
AT5G61160	Potri.017G094700
AT3G23167	Potri.013G032700
AT5G49450	Potri.010G142900
AT4G21270	Potri.011G031200
AT1G74690	Potri.017G079600
AT2G46800	Potri.014G106200
AT3G23090	Potri.010G076200
AT5G45330	Potri.004G235100
AT5G36180	Potri.013G124900
AT5G61430	Potri.015G020000
AT1G62700	Potri.003G113000
AT3G61910	Potri.014G104800
AT1G32770	Potri.011G153300
AT5G18270	Potri.019G031600
AT4G10350	Potri.019G066000
AT2G24430	Potri.018G003800
AT2G17040	Potri.009G141600
AT3G18400	Potri.015G046800
AT5G14000	Potri.017G063300
AT1G54330	Potri.010G174600
AT5G64060	Potri.007G109100
AT5G24590	Potri.015G004100
AT4G35580	Potri.011G149300
AT5G04395	Potri.014G108000
AT1G76420	Potri.005G255900
AT1G01720	Potri.005G180200
AT4G27410	Potri.011G123300
AT1G61110	Potri.011G046700
AT3G04070	Potri.019G031400
AT5G37680	Potri.017G130500
AT4G32020	Potri.018G022400
AT2G35940	Potri.016G069700
AT4G38050	Potri.007G011400
AT2G27810	Potri.009G148600
AT4G32870	Potri.006G237100
AT3G59940	Potri.017G000700
AT4G16390	Potri.016G006800
AT3G61190	Potri.014G078700
AT5G63490	Potri.015G098100
AT3G62960	Potri.014G134300
AT3G62930	Potri.014G134000
AT3G21460	Potri.008G214500
AT4G38130	Potri.009G170700
AT5G20030	Potri.006G250600
AT1G78210	Potri.002G097400
AT5G09430	Potri.001G313100
AT5G01490	Potri.009G045800
AT5G07500	Potri.018G058600
AT1G08450	Potri.017G026300
AT5G45100	Potri.015G118000
AT1G33030	Potri.016G101600
AT5G54160	Potri.015G003100
AT4G39940	Potri.009G088100
AT1G80830	Potri.001G044900
AT3G49160	Potri.012G002500
AT1G45160	Potri.002G263000
AT5G20730	Potri.018G063000
AT1G74320	Potri.003G193000
AT5G20350	Potri.018G121200
AT5G58420	Potri.016G124100
AT2G41430	Potri.016G041600
AT2G24520	Potri.006G275000
AT1G17260	Potri.001G161400
AT5G62670	Potri.015G066000
AT3G42640	Potri.018G112400
AT5G13600	Potri.016G090400
AT5G64330	Potri.017G048200
AT5G66020	Potri.005G100500
AT3G51830	Potri.016G118300
AT1G79800	Potri.003G050500
AT1G68570	Potri.010G126300
AT3G56710	Potri.016G036600
AT1G51440	Potri.009G051900
AT1G30370	Potri.009G057900
AT3G13222	Potri.014G169900
