Gene,Arabidopsis,best_arabi_defline
Potri.001G043100,AT1G80920,Chaperone DnaJ-domain superfamily protein
Potri.001G043200,AT1G80900,magnesium transporter 1
Potri.001G043200,AT1G80900,magnesium transporter 1
Potri.001G043300,AT1G80890,
Potri.001G043400,AT1G80500,SNARE-like superfamily protein
Potri.001G043500,AT1G80880,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.001G043600,,
Potri.001G043700,AT1G80870,Protein kinase superfamily protein
Potri.001G043800,,
Potri.001G043900,AT1G15990,cyclic nucleotide gated channel 7
Potri.001G044000,AT1G73060,Low  PSII Accumulation 3
Potri.001G044100,,
Potri.001G044200,AT1G80860,phospholipid N-methyltransferase
Potri.001G044200,AT1G80860,phospholipid N-methyltransferase
Potri.001G044300,AT1G15980,NDH-dependent cyclic electron flow 1
Potri.001G044402,,
Potri.001G044500,AT1G80840,WRKY DNA-binding protein 40
Potri.001G044601,,
Potri.001G044700,AT4G05450,mitochondrial ferredoxin 1
Potri.001G044800,,
Potri.001G044900,AT1G80830,natural resistance-associated macrophage protein 1
Potri.001G045000,AT1G80820,cinnamoyl coa reductase
Potri.001G045100,AT1G80820,cinnamoyl coa reductase
Potri.001G045200,AT4G13420,high affinity K+ transporter 5
Potri.001G045301,,
Potri.001G045500,AT1G80820,cinnamoyl coa reductase
Potri.001G045600,,
Potri.001G045800,,
Potri.001G045800,,
Potri.001G045800,,
Potri.001G045800,,
Potri.001G045800,,
Potri.001G045901,,
Potri.001G046000,,
Potri.001G046100,AT1G80820,cinnamoyl coa reductase
Potri.001G046400,AT1G80820,cinnamoyl coa reductase
Potri.001G046500,AT1G80810,Tudor/PWWP/MBT superfamily protein
Potri.001G046500,AT1G80810,Tudor/PWWP/MBT superfamily protein
Potri.001G046600,AT1G15930,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Potri.001G046700,AT1G80780,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Potri.001G046700,AT1G80780,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Potri.001G046700,AT1G80780,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
Potri.001G046800,AT1G80760,NOD26-like intrinsic protein 6;1
Potri.001G046900,AT1G15900,
Potri.001G046900,AT1G15900,
Potri.001G046900,AT1G15900,
Potri.001G046900,AT1G15900,
Potri.001G047100,AT1G15880,golgi snare 11
Potri.001G047200,AT1G76280,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.001G047200,AT1G76280,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.001G047200,AT1G76280,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.001G047400,AT1G80750,Ribosomal protein L30/L7 family protein
Potri.001G047500,AT5G25160,zinc finger protein 3
Potri.001G047600,AT1G80720,Mitochondrial glycoprotein family protein
Potri.001G047700,AT1G80700,(1 of 2) PTHR36339:SF1 - F23A5.5
Potri.001G047700,AT1G80700,(1 of 2) PTHR36339:SF1 - F23A5.5
Potri.001G047700,AT1G80700,(1 of 2) PTHR36339:SF1 - F23A5.5
Potri.001G047800,AT1G80690,PPPDE putative thiol peptidase family protein
Potri.001G047900,AT1G15860,Domain of unknown function (DUF298)
Potri.001G047900,AT1G15860,Domain of unknown function (DUF298)
Potri.001G048100,AT1G80670,Transducin/WD40 repeat-like superfamily protein
Potri.001G048100,AT1G80670,Transducin/WD40 repeat-like superfamily protein
Potri.001G048200,,
Potri.001G048300,,
Potri.001G048400,,
Potri.001G048500,,
Potri.001G048700,AT1G15520,pleiotropic drug resistance 12
Potri.001G048700,AT1G15520,pleiotropic drug resistance 12
Potri.001G048800,AT1G15520,pleiotropic drug resistance 12
Potri.001G048900,AT1G15520,pleiotropic drug resistance 12
Potri.001G048900,AT1G15520,pleiotropic drug resistance 12
Potri.001G049000,AT1G15520,pleiotropic drug resistance 12
Potri.001G049100,,
Potri.001G049300,,
Potri.001G049400,AT2G32700,LEUNIG_homolog
Potri.001G049400,AT2G32700,LEUNIG_homolog
Potri.001G049400,AT2G32700,LEUNIG_homolog
Potri.001G049400,AT2G32700,LEUNIG_homolog
Potri.001G049400,AT2G32700,LEUNIG_homolog
Potri.001G049501,,
Potri.001G049501,,
Potri.001G049501,,
Potri.001G049601,,
Potri.001G049700,,
Potri.001G049800,AT3G24160,putative type 1 membrane protein
Potri.001G049900,AT4G13670,plastid transcriptionally active 5
Potri.001G050000,AT3G24170,glutathione-disulfide reductase
Potri.001G050000,AT3G24170,glutathione-disulfide reductase
Potri.001G050000,AT3G24170,glutathione-disulfide reductase
Potri.001G050100,,
Potri.001G050200,AT2G33100,cellulose synthase-like D1
Potri.001G050300,AT1G04730,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.001G050400,AT2G33120,synaptobrevin-related protein 1
Potri.001G050400,AT2G33120,synaptobrevin-related protein 1
Potri.001G050600,,
Potri.001G050600,,
Potri.001G050700,AT3G24190,Protein kinase superfamily protein
Potri.001G050700,AT3G24190,Protein kinase superfamily protein
Potri.001G050800,,
Potri.001G050800,,
Potri.001G050900,,
Potri.001G051000,,
Potri.001G051200,AT3G24200,FAD/NAD(P)-binding oxidoreductase family protein
Potri.001G051300,,
Potri.001G051300,,
Potri.001G051300,,
Potri.001G051300,,
Potri.001G051300,,
Potri.001G051400,AT1G04780,Ankyrin repeat family protein
Potri.001G051400,AT1G04780,Ankyrin repeat family protein
Potri.001G051500,AT5G13930,Chalcone and stilbene synthase family protein
Potri.001G051600,AT5G13930,Chalcone and stilbene synthase family protein
Potri.001G051700,AT3G23940,dehydratase family
Potri.001G051800,,
Potri.001G051800,,
Potri.001G051900,AT2G33150,peroxisomal 3-ketoacyl-CoA thiolase 3
Potri.001G052000,AT1G04700,PB1 domain-containing protein tyrosine kinase
Potri.001G052100,AT1G04690,potassium channel beta subunit 1
Potri.001G052300,AT1G04680,Pectin lyase-like superfamily protein
Potri.001G052400,AT4G13720,Inosine triphosphate pyrophosphatase family protein
Potri.001G052500,AT3G24240,Leucine-rich repeat receptor-like protein kinase family protein
Potri.001G052600,AT1G04670,
Potri.001G052800,,
Potri.001G053000,AT1G04650,(1 of 1) PF14868 - Domain of unknown function (DUF4487) (DUF4487)
Potri.001G053000,AT1G04650,(1 of 1) PF14868 - Domain of unknown function (DUF4487) (DUF4487)
Potri.001G053100,AT3G24060,Plant self-incompatibility protein S1 family
Potri.001G053200,,
Potri.001G053300,,
Potri.001G053400,AT2G33170,Leucine-rich repeat receptor-like protein kinase family protein
Potri.001G053400,AT2G33170,Leucine-rich repeat receptor-like protein kinase family protein
Potri.001G053450,,
Potri.001G053500,AT3G24050,GATA transcription factor 1
Potri.001G053600,AT4G13590,Uncharacterized protein family (UPF0016)
Potri.001G053700,AT2G33180,
Potri.001G053800,AT3G24040,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.001G053900,,
Potri.001G054000,AT3G24020,Disease resistance-responsive (dirigent-like protein) family protein
Potri.001G054100,AT3G24020,Disease resistance-responsive (dirigent-like protein) family protein
Potri.001G054200,,
Potri.001G054301,,
Potri.001G054301,,
Potri.001G054400,AT3G23990,heat shock protein 60
Potri.001G054500,AT2G33220,GRIM-19 protein
Potri.001G054600,AT5G60020,laccase 17
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054700,AT5G11860,SCP1-like small phosphatase 5
Potri.001G054800,,
Potri.001G054850,,
Potri.001G054900,AT1G27390,translocase outer membrane 20-2
Potri.001G055000,AT5G43250,"nuclear factor Y, subunit C13"
Potri.001G055100,AT1G27920,microtubule-associated protein 65-8
Potri.001G055100,AT1G27920,microtubule-associated protein 65-8
Potri.001G055201,AT1G67370,DNA-binding HORMA family protein
Potri.001G055300,AT1G67360,Rubber elongation factor protein (REF)
Potri.001G055400,AT1G67350,(1 of 11) 1.6.5.3//1.6.99.3 - NADH:ubiquinone reductase (H(+)-translocating) / Ubiquinone reductase // NADH dehydrogenase / Type I dehydrogenase
Potri.001G055500,,
Potri.001G055500,,
Potri.001G055600,,
Potri.001G055625,,
Potri.001G055650,,
Potri.001G055675,,
Potri.001G055700,AT1G62940,acyl-CoA synthetase 5
Potri.001G055900,AT5G43270,squamosa promoter binding protein-like 2
Potri.001G055900,AT5G43270,squamosa promoter binding protein-like 2
Potri.001G055900,AT5G43270,squamosa promoter binding protein-like 2
Potri.001G055900,AT5G43270,squamosa promoter binding protein-like 2
Potri.001G056000,AT1G67325,Ran BP2/NZF zinc finger-like superfamily protein
Potri.001G056000,AT1G67325,Ran BP2/NZF zinc finger-like superfamily protein
Potri.001G056100,,
Potri.001G056100,,
Potri.001G056100,,
Potri.001G056200,AT1G27950,glycosylphosphatidylinositol-anchored lipid protein transfer 1
Potri.001G056300,AT1G67330,Protein of unknown function (DUF579)
Potri.001G056400,,
Potri.001G056500,AT1G27385,(1 of 1) PF04359 - Protein of unknown function (DUF493) (DUF493)
Potri.001G056601,AT5G43260,chaperone protein dnaJ-related
Potri.001G056700,AT3G61470,photosystem I light harvesting complex gene 2
Potri.001G056750,,
Potri.001G056800,AT1G67340,HCP-like superfamily protein with MYND-type zinc finger
Potri.001G057100,AT1G27340,Galactose oxidase/kelch repeat superfamily protein
Potri.001G057100,AT1G27340,Galactose oxidase/kelch repeat superfamily protein
Potri.001G057100,AT1G27340,Galactose oxidase/kelch repeat superfamily protein
Potri.001G057150,,
Potri.001G057200,AT2G25560,DNAJ heat shock N-terminal domain-containing protein
Potri.001G057200,AT2G25560,DNAJ heat shock N-terminal domain-containing protein
Potri.001G057300,,
Potri.001G057400,AT1G27320,histidine kinase 3
Potri.001G057400,AT1G27320,histidine kinase 3
Potri.001G057400,AT1G27320,histidine kinase 3
Potri.001G057500,AT1G27310,nuclear transport factor 2A
Potri.001G057500,AT1G27310,nuclear transport factor 2A
Potri.001G057700,AT1G27300,
Potri.001G057800,AT1G67310,Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
Potri.001G057800,AT1G67310,Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains
Potri.001G057900,AT5G08391,Protein of unknown function (DUF 3339)
Potri.001G058001,,
Potri.001G058100,AT1G27290,
Potri.001G058100,AT1G27290,
Potri.001G058200,,
Potri.001G058400,AT1G24260,K-box region and MADS-box transcription factor family protein
Potri.001G058500,,
Potri.001G058600,,
Potri.001G058600,,
Potri.001G058700,AT1G24265,Protein of unknown function (DUF1664)
Potri.001G058700,AT1G24265,Protein of unknown function (DUF1664)
Potri.001G058800,AT5G13080,WRKY DNA-binding protein 75
Potri.001G058900,AT5G60740,ABC transporter family protein
Potri.001G059001,,
Potri.001G059100,AT5G14090,
Potri.001G059400,AT5G13090,
Potri.001G059400,AT5G13090,
Potri.001G059500,AT1G27990,
Potri.001G059700,AT5G13100,
Potri.001G059800,AT5G50610,(1 of 11) PF14364 - Domain of unknown function (DUF4408) (DUF4408)
Potri.001G059900,AT1G24280,glucose-6-phosphate dehydrogenase 3
Potri.001G060000,AT3G27010,"TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20"
Potri.001G060000,AT3G27010,"TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20"
Potri.001G060100,,
Potri.001G060100,,
Potri.001G060200,AT5G13120,cyclophilin 20-2
Potri.001G060300,,
Potri.001G060300,,
Potri.001G060300,,
Potri.001G060400,,
Potri.001G060500,AT5G13140,Pollen Ole e 1 allergen and extensin family protein
Potri.001G060600,AT5G14070,Thioredoxin superfamily protein
Potri.001G060700,AT5G13150,exocyst subunit exo70 family protein C1
Potri.001G060750,,
Potri.001G060750,,
Potri.001G060800,AT5G13160,Protein kinase superfamily protein
Potri.001G060900,AT5G13170,senescence-associated gene 29
Potri.001G060900,AT5G13170,senescence-associated gene 29
Potri.001G061000,AT5G43280,"delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1"
Potri.001G061100,,
Potri.001G061200,AT5G13180,NAC domain containing protein 83
Potri.001G061301,,
Potri.001G061400,AT5G50850,Transketolase family protein
Potri.001G061400,AT5G50850,Transketolase family protein
Potri.001G061400,AT5G50850,Transketolase family protein
Potri.001G061400,AT5G50850,Transketolase family protein
Potri.001G061400,AT5G50850,Transketolase family protein
Potri.001G061500,AT2G33490,hydroxyproline-rich glycoprotein family protein
Potri.001G061600,,
Potri.001G061700,,
Potri.001G061800,AT2G33500,B-box type zinc finger protein with CCT domain
Potri.001G061800,AT2G33500,B-box type zinc finger protein with CCT domain
Potri.001G061800,AT2G33500,B-box type zinc finger protein with CCT domain
Potri.001G061800,AT2G33500,B-box type zinc finger protein with CCT domain
Potri.001G061900,AT5G13190,(1 of 1) PTHR23292 - LIPOPOLYSACCHARIDE-INDUCED TRANSCRIPTION FACTOR REGULATING TUMOR NECROSIS FACTOR ALPHA
Potri.001G062000,AT1G28070,(1 of 2) PTHR14791//PTHR14791:SF27 - BOMB/KIRA PROTEINS
Potri.001G062100,,
Potri.001G062301,,
Potri.001G062301,,
Potri.001G062500,AT5G13220,jasmonate-zim-domain protein 10
Potri.001G062500,AT5G13220,jasmonate-zim-domain protein 10
Potri.001G062566,,
Potri.001G062632,,
Potri.001G062700,AT5G13250,RING finger protein
Potri.001G062700,AT5G13250,RING finger protein
Potri.001G062800,,
Potri.001G062800,,
Potri.001G062800,,
Potri.001G062900,,
Potri.001G062900,,
Potri.001G062900,,
Potri.001G062900,,
Potri.001G062900,,
Potri.001G063300,,
Potri.001G063300,,
Potri.001G063300,,
Potri.001G063309,,
Potri.001G063500,,
Potri.001G063500,,
Potri.001G063500,,
Potri.001G063700,AT1G07390,receptor like protein 1
Potri.001G063709,,
Potri.001G063709,,
Potri.001G063900,,
Potri.001G063909,,
Potri.001G063909,,
Potri.001G064301,,
Potri.001G064600,,
Potri.001G064609,,
Potri.001G064609,,
Potri.001G064609,,
Potri.001G064900,,
Potri.001G064900,,
Potri.001G065000,,
Potri.001G065000,,
Potri.001G065000,,
Potri.001G065300,,
Potri.001G065309,,
Potri.001G065318,,
Potri.001G065327,,
Potri.001G065327,,
Potri.001G065336,,
Potri.001G065336,,
Potri.001G065345,,
Potri.001G065600,AT2G33540,C-terminal domain phosphatase-like 3
Potri.001G065600,AT2G33540,C-terminal domain phosphatase-like 3
Potri.001G065800,AT5G13260,
Potri.001G065900,AT2G33530,serine carboxypeptidase-like 46
Potri.001G066000,AT1G28100,
Potri.001G066000,AT1G28100,
Potri.001G066100,AT5G13270,Pentatricopeptide repeat (PPR) superfamily protein
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066200,,
Potri.001G066400,AT3G26740,CCR-like
Potri.001G066500,,
Potri.001G066500,,
Potri.001G066500,,
Potri.001G066700,AT5G13290,Protein kinase superfamily protein
Potri.001G066700,AT5G13290,Protein kinase superfamily protein
Potri.001G066800,AT5G13300,ARF GTPase-activating protein
Potri.001G066900,AT2G33550,Homeodomain-like superfamily protein
Potri.001G067100,,
Potri.001G067200,,
Potri.001G067300,,
Potri.001G067300,,
Potri.001G067300,,
Potri.001G067400,AT1G28120,(1 of 1) PTHR12931 - UBIQUITIN THIOLESTERASE PROTEIN OTUB
Potri.001G067501,,
Potri.001G067600,AT5G13330,related to AP2 6l
Potri.001G067700,AT1G66040,Zinc finger (C3HC4-type RING finger) family protein
Potri.001G067800,AT1G29880,glycyl-tRNA synthetase / glycine--tRNA ligase
Potri.001G067900,AT5G13440,Ubiquinol-cytochrome C reductase iron-sulfur subunit
Potri.001G068000,AT1G01630,Sec14p-like phosphatidylinositol transfer family protein
Potri.001G068100,AT1G27440,Exostosin family protein
Potri.001G068100,AT1G27440,Exostosin family protein
Potri.001G068200,AT5G13420,Aldolase-type TIM barrel family protein
Potri.001G068300,AT5G13410,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Potri.001G068400,AT1G11680,CYTOCHROME P450 51G1
Potri.001G068500,AT5G64680,(1 of 1) PTHR36407:SF1 - MEDIATOR-ASSOCIATED PROTEIN 2
Potri.001G068600,AT5G13400,Major facilitator superfamily protein
Potri.001G068600,AT5G13400,Major facilitator superfamily protein
Potri.001G068600,AT5G13400,Major facilitator superfamily protein
Potri.001G068600,AT5G13400,Major facilitator superfamily protein
Potri.001G068600,AT5G13400,Major facilitator superfamily protein
Potri.001G068700,,
Potri.001G068800,AT4G14100,"transferases, transferring glycosyl groups"
Potri.001G068900,AT5G13390,no exine formation 1
Potri.001G069000,AT1G28130,Auxin-responsive GH3 family protein
Potri.001G069100,AT3G61110,ribosomal protein S27
Potri.001G069200,AT3G26690,nudix hydrolase homolog 13
Potri.001G069200,AT3G26690,nudix hydrolase homolog 13
Potri.001G069200,AT3G26690,nudix hydrolase homolog 13
Potri.001G069200,AT3G26690,nudix hydrolase homolog 13
Potri.001G069200,AT3G26690,nudix hydrolase homolog 13
Potri.001G069300,AT1G28160,Integrase-type DNA-binding superfamily protein
Potri.001G069501,,
Potri.001G069650,AT4G13420,high affinity K+ transporter 5
Potri.001G069799,AT4G13420,high affinity K+ transporter 5
Potri.001G069948,,
Potri.001G070100,,
Potri.001G070200,,
Potri.001G070200,,
Potri.001G070301,,
Potri.001G070400,,
Potri.001G070400,,
Potri.001G070500,AT1G44900,minichromosome maintenance (MCM2/3/5) family protein
Potri.001G070600,,
Potri.001G070700,AT1G28190,(1 of 1) PTHR33052:SF10 - F3H9.15 PROTEIN
Potri.001G070800,AT1G44960,SNARE associated Golgi protein family
Potri.001G070900,AT5G47910,respiratory burst oxidase homologue D
Potri.001G071000,,
Potri.001G071000,,
Potri.001G071100,AT1G57660,Translation protein SH3-like family protein
Potri.001G071200,,
Potri.001G071300,,
Potri.001G071400,,
Potri.001G071500,AT5G47900,Protein of unknown function (DUF1624)
Potri.001G071700,AT2G19640,ASH1-related protein 2
Potri.001G071900,AT5G47890,"NADH-ubiquinone oxidoreductase B8 subunit, putative"
Potri.001G072000,AT1G12920,eukaryotic release factor 1-2
Potri.001G072000,AT1G12920,eukaryotic release factor 1-2
